"","Name","Date","state","locality","site","strata","Latitude","Longitude","yr","Image ID","BRY","CNCA","CNTR","CRB","MOB","MOG","SP","WPOT","SC","Unc","MAA","MAEC","MAEF","MAEN","MAF","MAG","MALA","MALCB","MAS"
"AMP30122","AMP30122.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42289833,-65.04236833,2023,3430696,0,0,0,0,0,0,0,0,6,0,0,0,0,1,90,0,0,0,3
"AMP30123","AMP30123.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42292667,-65.04236667,2023,3430695,0,0,0,0,0,0,0,0,12,0,0,0,0,6,82,0,0,0,0
"AMP30124","AMP30124.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42295167,-65.04235833,2023,3430694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,6
"AMP30125","AMP30125.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42295667,-65.04235833,2023,3430693,0,0,0,0,0,0,0,0,2,0,0,0,0,2,94,0,0,0,2
"AMP30126","AMP30126.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42296,-65.04236,2023,3430692,0,0,0,0,0,0,0,0,0,0,0,0,0,16,82,0,0,0,2
"AMP30127","AMP30127.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42297667,-65.04234167,2023,3430691,0,0,0,0,0,0,0,0,1,0,0,0,0,30,69,0,0,0,0
"AMP30128","AMP30128.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42297667,-65.04234167,2023,3430690,0,0,0,1,0,0,0,0,19,0,0,0,0,19,59,0,0,0,2
"AMP30129","AMP30129.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42301667,-65.04232,2023,3430689,0,0,0,0,0,0,0,0,18,0,0,0,0,65,17,0,0,0,0
"AMP30130","AMP30130.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42302333,-65.04232167,2023,3430688,0,0,0,9,0,0,0,0,14,0,0,0,0,40,37,0,0,0,0
"AMP30131","AMP30131.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42303167,-65.04232667,2023,3430687,0,0,0,0,0,0,0,0,35,0,0,0,0,53,12,0,0,0,0
"AMP30132","AMP30132.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42303333,-65.04232667,2023,3430686,0,0,0,1,3,0,0,0,27,0,0,0,0,2,67,0,0,0,0
"AMP30133","AMP30133.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.423035,-65.04232833,2023,3430685,0,0,0,5,0,0,0,0,12,0,0,0,0,81,2,0,0,0,0
"AMP30134","AMP30134.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.423045,-65.04232333,2023,3430684,0,0,0,0,0,0,0,0,9,0,0,0,0,90,1,0,0,0,0
"AMP30135","AMP30135.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42305167,-65.04229667,2023,3430683,0,0,0,0,0,0,0,0,31,0,0,0,0,68,1,0,0,0,0
"AMP30136","AMP30136.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42307333,-65.04229833,2023,3430682,0,0,0,3,0,0,0,0,15,0,0,0,0,59,23,0,0,0,0
"AMP30137","AMP30137.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42307333,-65.04229833,2023,3430681,0,0,0,1,0,0,0,0,18,0,0,0,0,37,44,0,0,0,0
"AMP30138","AMP30138.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42307833,-65.04230167,2023,3430680,0,0,0,3,0,0,0,0,24,0,0,0,0,47,26,0,0,0,0
"AMP30139","AMP30139.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42307833,-65.04230167,2023,3430679,0,0,0,5,0,0,0,0,23,0,0,0,0,63,9,0,0,0,0
"AMP30140","AMP30140.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42308,-65.04230167,2023,3430678,0,0,0,1,0,0,0,0,10,0,0,0,0,37,52,0,0,0,0
"AMP30141","AMP30141.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42309167,-65.04229,2023,3430677,0,0,0,0,0,0,0,0,15,0,0,0,0,21,64,0,0,0,0
"AMP30142","AMP30142.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42311833,-65.04230167,2023,3430676,0,0,0,1,0,0,0,0,22,0,0,0,0,73,4,0,0,0,0
"AMP30143","AMP30143.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42313167,-65.042305,2023,3430675,0,0,0,2,0,0,0,0,18,0,0,0,0,79,1,0,0,0,0
"AMP30144","AMP30144.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42313333,-65.042305,2023,3430674,0,0,0,2,0,0,0,0,9,0,0,0,0,83,6,0,0,0,0
"AMP30145","AMP30145.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42313333,-65.04230667,2023,3430673,0,0,0,1,0,0,0,0,16,0,0,0,0,73,10,0,0,0,0
"AMP30146","AMP30146.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42312167,-65.04235167,2023,3430672,0,0,0,0,0,0,0,0,11,0,0,0,0,82,7,0,0,0,0
"AMP30147","AMP30147.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42313,-65.042365,2023,3430671,0,0,0,0,0,0,0,0,16,0,0,0,0,75,9,0,0,0,0
"AMP30148","AMP30148.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42314667,-65.04233333,2023,3430670,0,0,0,0,0,0,0,0,16,0,0,0,0,84,0,0,0,0,0
"AMP30149","AMP30149.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.423155,-65.04234667,2023,3430669,0,0,0,1,0,0,0,0,25,0,0,0,0,65,9,0,0,0,0
"AMP30150","AMP30150.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.423165,-65.04235167,2023,3430668,0,0,0,2,0,0,0,0,35,0,0,0,0,63,0,0,0,0,0
"AMP30151","AMP30151.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.423165,-65.04235167,2023,3430667,0,0,0,1,1,0,0,0,26,0,0,0,0,32,40,0,0,0,0
"AMP30152","AMP30152.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42319,-65.042365,2023,3430666,0,0,0,0,0,0,0,0,24,0,0,0,0,74,2,0,0,0,0
"AMP30153","AMP30153.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42319,-65.04236667,2023,3430665,0,0,0,0,0,0,0,0,17,0,0,0,0,83,0,0,0,0,0
"AMP30154","AMP30154.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","LA PASTOSA","HIGHTIDE",-41.42319167,-65.04236667,2023,3430664,0,0,0,1,0,0,0,0,12,0,0,0,0,70,17,0,0,0,0
"AMP30157","AMP30157.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41408333,-65.0699,2023,3430663,0,0,0,0,0,0,0,0,17,0,79,0,0,0,1,0,0,0,3
"AMP30158","AMP30158.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41408167,-65.06990167,2023,3430662,0,0,0,0,0,0,0,0,5,0,92,0,0,0,0,0,0,0,3
"AMP30159","AMP30159.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41407833,-65.069905,2023,3430661,0,0,0,0,2,0,0,1,9,0,71,0,0,0,7,0,0,0,10
"AMP30160","AMP30160.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41407667,-65.06990833,2023,3430660,0,0,0,0,1,1,0,0,19,0,59,0,0,6,3,0,0,0,11
"AMP30161","AMP30161.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41407333,-65.06990333,2023,3430659,0,0,0,0,0,1,0,1,2,0,92,0,0,2,0,0,0,0,2
"AMP30162","AMP30162.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41407167,-65.069895,2023,3430658,0,0,0,0,0,0,0,0,33,0,53,0,0,9,3,0,0,0,2
"AMP30163","AMP30163.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41407167,-65.06989333,2023,3430657,0,0,0,0,2,0,0,0,5,0,87,0,0,2,2,0,0,0,2
"AMP30164","AMP30164.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41407167,-65.06989333,2023,3430656,0,0,0,0,0,0,0,1,7,0,84,0,0,3,1,0,0,0,4
"AMP30165","AMP30165.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",NA,NA,2023,3430655,0,0,0,1,0,0,0,1,28,0,56,0,0,5,4,0,0,0,5
"AMP30166","AMP30166.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",NA,NA,2023,3430654,0,0,0,0,2,0,0,0,46,0,40,0,0,5,4,0,0,0,3
"AMP30167","AMP30167.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.414065,-65.06987167,2023,3430653,0,0,0,0,2,0,0,0,19,0,59,0,0,2,12,0,0,0,6
"AMP30168","AMP30168.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41406167,-65.06987,2023,3430652,0,0,0,0,0,1,0,5,11,0,77,0,0,3,3,0,0,0,0
"AMP30169","AMP30169.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41403167,-65.06985167,2023,3430651,0,0,0,0,0,0,0,0,9,0,82,0,0,3,3,0,0,0,3
"AMP30170","AMP30170.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41402333,-65.06984667,2023,3430650,0,0,0,0,0,0,0,0,34,0,54,0,0,5,3,0,0,0,4
"AMP30171","AMP30171.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41402333,-65.06984667,2023,3430649,0,0,0,0,0,0,0,0,29,0,33,0,0,10,26,0,0,0,2
"AMP30172","AMP30172.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41402167,-65.06984167,2023,3430648,0,0,0,0,0,0,0,0,16,0,78,0,0,3,3,0,0,0,0
"AMP30173","AMP30173.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.413935,-65.06974167,2023,3430647,0,0,0,0,0,0,0,0,10,0,78,0,0,3,7,0,0,0,2
"AMP30174","AMP30174.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41384333,-65.06967333,2023,3430646,0,0,0,0,1,0,0,0,29,0,65,0,0,2,1,0,0,0,2
"AMP30175","AMP30175.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.413835,-65.06966667,2023,3430645,0,0,0,0,0,0,0,0,13,0,80,0,0,4,3,0,0,0,0
"AMP30176","AMP30176.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41365333,-65.069605,2023,3430644,0,0,0,0,0,0,0,0,10,0,82,0,0,1,5,0,0,0,2
"AMP30177","AMP30177.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41361833,-65.06957667,2023,3430643,0,0,0,0,0,0,0,0,31,0,22,0,0,30,16,0,0,0,1
"AMP30178","AMP30178.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41361667,-65.06957333,2023,3430642,0,0,0,0,1,0,0,0,18,0,55,0,0,6,18,0,0,0,2
"AMP30179","AMP30179.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41361667,-65.06957333,2023,3430641,0,0,0,0,1,0,0,0,8,0,79,0,0,0,5,1,0,0,6
"AMP30180","AMP30180.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41361667,-65.06957333,2023,3430640,0,0,0,0,3,0,0,0,22,0,61,0,0,5,4,0,0,0,5
"AMP30181","AMP30181.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.413575,-65.06956,2023,3430639,0,0,0,0,4,0,0,0,16,0,76,0,0,1,3,0,0,0,0
"AMP30182","AMP30182.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.413575,-65.06956,2023,3430638,0,0,0,0,2,0,0,1,22,0,61,0,0,5,8,0,0,0,1
"AMP30183","AMP30183.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41358667,-65.06957,2023,3430637,0,0,0,0,4,0,0,0,35,0,42,0,0,8,6,0,0,0,5
"AMP30184","AMP30184.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41357,-65.06958833,2023,3430636,0,0,0,0,0,0,0,1,16,0,55,0,0,0,3,0,0,0,25
"AMP30185","AMP30185.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41349333,-65.06956,2023,3430635,0,0,0,0,0,0,0,0,34,0,60,0,0,2,4,0,0,0,0
"AMP30186","AMP30186.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41342667,-65.06953167,2023,3430634,0,0,0,0,0,0,0,0,15,0,49,0,0,0,29,0,0,0,7
"AMP30187","AMP30187.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41342667,-65.06952833,2023,3430633,0,0,0,0,1,0,0,0,62,0,24,0,0,0,13,0,0,0,0
"AMP30188","AMP30188.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.413415,-65.06948833,2023,3430632,0,0,0,0,1,0,0,0,37,0,61,0,0,1,0,0,0,0,0
"AMP30189","AMP30189.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41317833,-65.069445,2023,3430631,0,0,0,0,0,0,0,0,3,0,86,0,0,3,7,0,0,0,1
"AMP30190","AMP30190.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41317833,-65.069445,2023,3430630,0,0,0,0,0,0,0,0,2,0,93,0,0,0,2,0,0,0,3
"AMP30191","AMP30191.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41317667,-65.06944167,2023,3430629,0,0,0,0,0,0,0,0,5,0,88,0,0,1,3,0,0,0,3
"AMP30192","AMP30192.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41317667,-65.06944167,2023,3430628,0,0,0,0,0,0,0,0,6,0,87,0,0,0,2,0,0,0,5
"AMP30193","AMP30193.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.413175,-65.06944333,2023,3430627,0,0,0,0,1,0,0,2,6,0,59,0,0,1,26,0,0,0,5
"AMP30194","AMP30194.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41319,-65.06930167,2023,3430626,0,0,0,0,2,0,0,0,2,0,57,0,0,3,1,0,0,0,35
"AMP30195","AMP30195.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41329333,-65.06950667,2023,3430625,0,0,0,0,0,1,0,0,24,0,55,0,0,3,2,0,0,0,15
"AMP30196","AMP30196.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41329333,-65.06950667,2023,3430624,0,0,0,0,1,1,0,0,42,0,31,0,0,6,8,0,0,0,11
"AMP30197","AMP30197.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41331333,-65.06950167,2023,3430623,0,0,0,0,0,0,0,0,49,0,51,0,0,0,0,0,0,0,0
"AMP30198","AMP30198.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41331,-65.06952,2023,3430622,0,0,0,0,0,0,0,0,38,0,51,0,0,1,3,0,0,0,7
"AMP30199","AMP30199.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41331333,-65.06956,2023,3430621,0,0,0,0,0,0,0,0,11,0,64,0,0,0,2,0,0,0,23
"AMP30200","AMP30200.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41331667,-65.06956,2023,3430620,0,0,0,0,0,0,0,0,23,0,54,0,0,0,3,0,0,0,20
"AMP30201","AMP30201.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41333333,-65.06955833,2023,3430619,0,0,0,0,0,0,0,0,37,0,41,0,0,1,19,0,0,0,2
"AMP30202","AMP30202.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41349333,-65.06965333,2023,3430618,0,0,0,0,0,0,0,0,6,0,59,0,0,34,1,0,0,0,0
"AMP30203","AMP30203.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41380333,-65.06999167,2023,3430617,0,0,0,0,0,0,0,0,14,0,83,0,0,3,0,0,0,0,0
"AMP30204","AMP30204.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41382167,-65.06998167,2023,3430616,0,0,0,0,0,0,0,0,47,0,52,0,0,1,0,0,0,0,0
"AMP30205","AMP30205.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41386167,-65.07004833,2023,3430615,0,0,0,0,0,0,0,0,45,0,45,0,0,10,0,0,0,0,0
"AMP30206","AMP30206.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41386167,-65.07004833,2023,3430614,0,0,0,0,1,0,0,0,9,0,66,0,0,20,1,0,0,0,3
"AMP30207","AMP30207.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41406,-65.07019167,2023,3430613,0,0,0,1,0,0,0,0,38,0,55,0,0,2,3,0,0,0,1
"AMP30208","AMP30208.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41406,-65.07019167,2023,3430612,0,0,0,0,1,0,0,0,17,0,75,0,0,1,3,0,0,0,3
"AMP30209","AMP30209.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.414085,-65.070205,2023,3430611,0,0,0,0,0,0,0,0,27,0,64,0,0,3,0,0,0,0,6
"AMP30210","AMP30210.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41409167,-65.07022167,2023,3430610,0,0,0,0,0,0,0,0,36,0,47,0,0,0,12,0,0,0,5
"AMP30211","AMP30211.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","LOWTIDE",-41.41411333,-65.070205,2023,3430609,0,0,0,0,0,0,0,0,52,0,45,0,0,2,1,0,0,0,0
"AMP30213","AMP30213.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41403,-65.07014,2023,3430608,0,0,0,1,0,0,0,0,47,0,0,0,0,49,3,0,0,0,0
"AMP30214","AMP30214.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41402833,-65.07014167,2023,3430607,0,0,0,0,0,0,0,0,55,0,0,0,0,42,3,0,0,0,0
"AMP30215","AMP30215.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41400833,-65.070135,2023,3430606,0,0,0,0,0,2,0,0,47,0,0,0,0,50,1,0,0,0,0
"AMP30216","AMP30216.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41400833,-65.070135,2023,3430605,0,0,0,1,0,0,0,0,65,0,0,0,0,30,4,0,0,0,0
"AMP30217","AMP30217.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.414,-65.07013,2023,3430604,0,0,0,0,0,0,0,0,70,0,0,0,0,27,3,0,0,0,0
"AMP30218","AMP30218.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41397167,-65.070115,2023,3430603,0,0,0,0,0,0,0,0,80,0,0,0,0,20,0,0,0,0,0
"AMP30219","AMP30219.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41396667,-65.070115,2023,3430602,0,0,0,2,0,0,0,0,48,0,0,0,0,47,3,0,0,0,0
"AMP30220","AMP30220.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41395167,-65.07011667,2023,3430601,0,0,0,0,0,0,0,0,52,0,0,0,0,46,2,0,0,0,0
"AMP30221","AMP30221.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41391333,-65.070095,2023,3430600,0,0,0,0,0,0,0,0,33,0,0,0,0,65,2,0,0,0,0
"AMP30222","AMP30222.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41389,-65.07010333,2023,3430599,0,0,0,0,0,0,0,0,76,0,0,0,0,16,8,0,0,0,0
"AMP30223","AMP30223.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41387167,-65.07010333,2023,3430598,0,0,0,0,0,0,0,0,60,0,0,0,0,35,5,0,0,0,0
"AMP30224","AMP30224.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41373833,-65.07012,2023,3430597,0,0,0,0,0,0,0,0,71,0,0,0,0,25,4,0,0,0,0
"AMP30225","AMP30225.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41371667,-65.07012833,2023,3430596,0,0,0,0,0,0,0,0,65,0,0,0,0,22,13,0,0,0,0
"AMP30226","AMP30226.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.413685,-65.07012667,2023,3430595,0,0,0,0,0,0,0,0,85,0,0,0,0,13,2,0,0,0,0
"AMP30227","AMP30227.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41366833,-65.070135,2023,3430594,0,0,0,0,0,0,0,0,54,0,0,0,0,34,12,0,0,0,0
"AMP30228","AMP30228.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41366667,-65.07013167,2023,3430593,0,0,0,0,0,0,0,0,42,0,0,0,0,58,0,0,0,0,0
"AMP30229","AMP30229.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.413665,-65.07013167,2023,3430592,0,0,0,0,0,0,0,0,69,0,0,0,0,31,0,0,0,0,0
"AMP30230","AMP30230.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.413665,-65.07013167,2023,3430591,0,0,0,1,0,0,0,0,82,0,0,0,0,16,1,0,0,0,0
"AMP30231","AMP30231.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41361667,-65.07017,2023,3430590,0,0,0,6,0,0,0,0,73,0,0,0,0,21,0,0,0,0,0
"AMP30232","AMP30232.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41360667,-65.07016333,2023,3430589,0,0,0,0,0,0,0,0,23,0,0,0,0,77,0,0,0,0,0
"AMP30233","AMP30233.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41356167,-65.070165,2023,3430588,0,0,0,0,0,0,0,0,24,0,0,0,0,76,0,0,0,0,0
"AMP30234","AMP30234.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41355167,-65.070185,2023,3430587,0,0,0,5,0,0,0,0,79,0,0,0,0,16,0,0,0,0,0
"AMP30235","AMP30235.jpg",2023-04-29,"RIO NEGRO","ISLOTE LOBOS","FRENTE AL PUESTO","HIGHTIDE",-41.41349333,-65.07018167,2023,3430586,0,0,0,0,0,0,0,0,15,0,0,0,0,85,0,0,0,0,0
